id,prediction,target,bleu-1,bleu-4,url
2965,A white up of a toilet with a toilet,a close up of a toilet with tiled floors,0.4671379777,0.3333333333,data/datasets/mscoco/val2014/COCO_val2014_000000276964.jpg
2481,A living room with a couch and and and and a .,"A living room with a couch , television , and fireplace .",0.44833867,0.3333333333,data/datasets/mscoco/val2014/COCO_val2014_000000146570.jpg
1864,A plate with is sitting on a table with,A pizza that is sitting on a table .,0.4671379777,0.3333333333,data/datasets/mscoco/val2014/COCO_val2014_000000190788.jpg
4177,A group people are are standing on a beach,a few people that are standing on a beach,0.4671379777,0.3333333333,data/datasets/mscoco/val2014/COCO_val2014_000000154004.jpg
2542,A cat cat white cat sitting on a bed,A black and white cat sitting on a windowsill,0.4671379777,0.3333333333,data/datasets/mscoco/val2014/COCO_val2014_000000086168.jpg
2791,A baseball in ready to hit a ball . a baseball game .,A batter getting ready to hit a ball at a baseball game .,0.4973567356,0.3,data/datasets/mscoco/val2014/COCO_val2014_000000054301.jpg
775,A large airplane plane is flying in the sky .,A small yellow plane is flying in the air .,0.4272870064,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000008016.jpg
391,A man is a wave wave in the ocean .,A surfer rides a small wave in the ocean .,0.4272870064,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000393056.jpg
617,A cat white cat sitting sitting on a bed .,A bright blue suitcase is sitting on a bed .,0.4111336169,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000309402.jpg
871,A plate up of a plate of a on a,a close up of a plate of food with meat,0.4111336169,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000292032.jpg
1057,A bus bus is parked in the street lot .,The city bus is parked in the parking lot .,0.4518010018,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000566823.jpg
859,A plate up of a plate of a on a,a close up of a plate of food with meat,0.4111336169,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000169736.jpg
1881,A woman dog is a teddy bear on a table,A small girl holding a teddy bear on a chair,0.4111336169,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000381051.jpg
2161,A man is riding a wave on the ocean .,A man is riding a surfboard in the ocean .,0.5253819789,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000270122.jpg
460,A man is a tennis with a tennis racket .,A person on a court with a tennis racket .,0.4272870064,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000104166.jpg
1471,A living room with a couch couch and a .,A living room with a Christmas tree in it .,0.4111336169,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000188434.jpg
4090,A man in on a of a laptop computer .,A man sitting in front of a laptop computer .,0.4671379777,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000289392.jpg
673,A cat is on a bed with a cat .,A dog sits on a bed with a toy .,0.4272870064,0.2857142857,data/datasets/mscoco/val2014/COCO_val2014_000000065443.jpg
61,A group of people are in a field with a in the background .,A group of people standing in a field with kites in the background .,0.5333505354,0.2727272727,data/datasets/mscoco/val2014/COCO_val2014_000000218189.jpg
99,A cats are on a bed with a cat bear .,Two dogs laying on a bed with a red comforter .,0.367205627,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000529256.jpg
529,A man of people are in a frisbee in a field,a group of people play with a frisbee in a field,0.4035278637,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000180650.jpg
1282,A giraffe standing in a field field to a tree .,A giraffe standing in a park next to a rock .,0.4172261449,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000274331.jpg
1174,A old truck truck truck is parked in a parking .,"An old , rusty truck is parked in a lot .",0.3816330911,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000485532.jpg
1045,A man in a water and standing in the water .,a toddler wearing colorful shorts is standing in the water .,0.367205627,0.25,data/datasets/Flickr8k/Flickr8k_Dataset/2533642917_a5eace85e6.jpg
1716,A group of people are standing a in the water .,A group of people are doing #START# in the ocean .,0.4172261449,0.25,data/datasets/Flickr8k/Flickr8k_Dataset/554526471_a31f8b74ef.jpg
1241,A group of people are playing a beach field . .,A group of people are on the dirt playing frisbee .,0.3816330911,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000190950.jpg
1401,A old of a bus that is parked down the street,an image of a bus that is going down the street,0.4692470064,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000212322.jpg
2393,A living room with a toilet and a and the .,A living room with a sofa and built in tables .,0.3816330911,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000279391.jpg
2598,A kitchen with a sink and and a and a .,"A kitchen with a sink , cutting board and refrigerator .",0.3816330911,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000139004.jpg
820,A group of people are standing in a park area .,A group of people are protesting in a grassy area .,0.4497332084,0.25,data/datasets/Flickr30k/flickr30k-images/4824923804.jpg
2395,A plate up of a plate of a on a plate,a close up of a plate of food on a table,0.4172261449,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000071929.jpg
3781,A kitchen of a kitchen with a kitchen sink . a,A side of a kitchen with a white refrigerator and stove,0.367205627,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000519649.jpg
4600,A large clock tower to a side of a building .,A large clock mounted to the side of a building .,0.4832697831,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000214737.jpg
4726,A group of people playing a field with a baseball .,A group of people on a field with a Frisbee .,0.4832697831,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000031390.jpg
4741,A bathroom with a toilet and and and and a .,"A bathroom with a toilet , sink , and mirror .",0.3816330911,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000066879.jpg
4789,A cat sitting on a couch bed with a bed .,A cat sitting on a wicker chair in the sun .,0.367205627,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000210099.jpg
901,A man is a baseball racket on a tennis court .,A man holding a tennis racquet on a tennis court .,0.4172261449,0.25,data/datasets/mscoco/val2014/COCO_val2014_000000133418.jpg
165,A man is a skateboard on a street . a building .,A man riding a skateboard on a street near a park .,0.3882726778,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000262531.jpg
715,A bathroom with a toilet and sink and and a toilet .,"A bathroom with a toilet , shower stall and a mirror .",0.3770063805,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000249356.jpg
161,A group of people are playing a a outdoor game . .,A group of people are putting on an elaborate theatrical performance .,0.3318077403,0.2222222222,data/datasets/Flickr30k/flickr30k-images/3749668646.jpg
1148,A group of people playing a in a . to a .,A group of people playing frisbee in park next to trees .,0.3565506209,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000259665.jpg
2047,A man tennis man is a tennis ball with a racket .,A beautiful young woman hitting a tennis ball with a racquet .,0.3448444258,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000502570.jpg
3286,A is a cat sitting on a floor of a bed .,There is a cat sitting on the back of a motorcycle .,0.3770063805,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000272241.jpg
3398,A man in a tennis shirt white shirt is playing tennis .,A person wearing a grey and red shirt is playing tennis .,0.3448444258,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000088895.jpg
1881,A baseball is on a baseball in to hit a ball .,A person stands with a bat about to hit a ball .,0.3448444258,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000165638.jpg
1057,A image of a tennis player playing a tennis . a tennis,an image of a tennis player hitting the ball with a racket,0.3318077403,0.2222222222,data/datasets/mscoco/val2014/COCO_val2014_000000023084.jpg
134,A cat cat sitting on a desk with a of a laptop .,A black cat sitting on a table in front of a laptop .,0.3983287155,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000119828.jpg
1335,A man wearing image of a man is,this is an image of a man skateboarding,0.3655552229,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000394246.jpg
313,A are standing in the beach day . a body of water .,Birds are #START# on a rocky area by a body of water .,0.3026643727,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000271032.jpg
287,A man in a tennis racket on a of a tennis court .,A man holding a tennis racquet on top of a tennis court .,0.3805803002,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000279974.jpg
193,A man in a woman playing a game of a camera phone .,A man and a woman playing a game on the Nintendo Wii .,0.3438931218,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000509520.jpg
649,A large is a beach with a blue,a man on a beach with a kite,0.3457207846,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000395843.jpg
721,A man in a tennis racket on a of a tennis court .,A man holding a tennis racquet on top of a tennis court .,0.3805803002,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000034500.jpg
1,A living of of a living room with a furniture . a .,A full view of a living room with some furniture and mirror .,0.3252340343,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000221610.jpg
2959,A man man is a blue shirt is playing a bat ball .,A bearded man wearing a blue shirt is playing an acoustic guitar .,0.3252340343,0.2,data/datasets/Flickr30k/flickr30k-images/2201136364.jpg
950,A bathroom with a toilet and a toilet,A bathroom with a sink and a toilet,0.5,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000043771.jpg
3901,A man is playing a in a .,A man is playing golf by himself .,0.3655552229,0.2,data/datasets/Flickr30k/flickr30k-images/3497317981.jpg
2581,A bathroom with a toilet and and and and a toilet . .,"A bathroom with a toilet , bath tub and a shower head .",0.3438931218,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000548485.jpg
2315,A man in a red shirt is on,A man in a batman suit running .,0.3457207846,0.2,data/datasets/Flickr30k/flickr30k-images/2975807155.jpg
1117,A bathroom with a toilet and and and and and a . .,"A bathroom with a toilet , tub , mirror and shower curtain .",0.3145560188,0.2,data/datasets/mscoco/val2014/COCO_val2014_000000478009.jpg
705,A large and of white with on on a side of a building .,A blue piece of luggage sitting up against the side of a building .,0.2891784933,0.1818181818,data/datasets/mscoco/val2014/COCO_val2014_000000265108.jpg
892,A man in a white shirt is surfing on a wave wave white wave,a girl in a green shirt is surfing on a blue and white board,0.3161487584,0.1818181818,data/datasets/mscoco/val2014/COCO_val2014_000000175642.jpg
1768,A bathroom with a toilet and and and and a toilet . it .,"A bathroom with a toilet , towel rack and a tub in it .",0.3407806467,0.1818181818,data/datasets/mscoco/val2014/COCO_val2014_000000296707.jpg
1,A plate with a food on a plate .,A sandwich and some fries on a plate .,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000463583.jpg
3,A dog is running through the beach . .,A dog is running on the beach sand .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000355905.jpg
16,A giraffes zebra giraffes standing in a field .,Some very pretty zebras together in a field .,0.2984745896,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000443278.jpg
64,A large white of of on a table .,A large glass jar sitting on a table .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000262631.jpg
57,A man in a shirt a tennis racket .,A woman in blue swinging a tennis racket .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000352217.jpg
406,A large airplane airplane is on the runway .,A #START# Airways airplane sits on the runway .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000217039.jpg
431,A bathroom with a toilet toilet and a and,A bathroom with a white toilet and sink .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000385001.jpg
155,A man in a blue in in a frisbee,A man in a crouched stance holding a kite,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000154342.jpg
477,A man of people are in a field .,A group of people standing in a field .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000122300.jpg
562,A large clock tower with in a building .,A large clock tower towering over a city .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000035760.jpg
1004,A train train is on a train station .,A commuter train parked at a train station .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000502510.jpg
415,A man is a wave on a wave .,A man riding a wave on a surfboard .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000437298.jpg
859,A plate with sitting on on a plate .,A sandwich is cut sitting on a plate .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000417608.jpg
1211,A group of elephants standing in a field .,A group of sheep walking in a field .,0.4316700107,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000046418.jpg
1,A street clock tower with a clock tower the,A large bell tower with a clock on it,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000299353.jpg
1351,A and white sign and a street sign .,Black and white billboard behind a street sign .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000513891.jpg
385,A man is standing in a horse in .,A man is standing by a cow pasture .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000050054.jpg
1217,A giraffe standing in a grass grass . .,A giraffe standing in some tall grass outside .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000217614.jpg
1750,A cat is on a bed with a cat,A cat lazing on a bed with striped sheets,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000359574.jpg
681,A man is sitting on a of a laptop,A man is sitting in front of his computer,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000206833.jpg
2206,A large boat is flying in the water .,The big boat is floating in the water .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000113413.jpg
921,A man is surfing on the wave board .,A man is surfing through a rough wave .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000424548.jpg
2215,A train traveling down a tracks tracks . .,A train traveling down the rail road tracks .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000155443.jpg
1592,A man in a white shirt in a bed,A man in a hospital standing by the bed,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000337705.jpg
913,A man in on a bench with a large of a water . a .,A man sitting on a bench with a view of the ocean behind him .,0.3013040489,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000098716.jpg
1243,A small with a with on a table .,A vase of flowers sits on a table .,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000092196.jpg
799,A plate plate with a plate with a fork and a . it table .,A small pizza on a plate with a fork beside it on a table .,0.3093458829,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000070626.jpg
3482,A man tennis player is a tennis racket .,A female tennis player holding a tennis racket .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000266727.jpg
3121,A giraffe standing standing in in the grass .,A bear is knee high in the grass .,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000482071.jpg
1404,A image of a man playing is playing a,an image of a man that is playing soccer,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000282225.jpg
4027,A group of people are a umbrellas of a,A group of people at some sort of function,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000388453.jpg
135,A group of people are a beach with a,A group of people on a beach under umbrellas,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000406899.jpg
3313,A man in a red is a skateboard .,A man in a hoodie uses his laptop outdoors,0.2984745896,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000494782.jpg
3451,A large flying on in in the sky .,A bird flying high up in the sky .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000536110.jpg
4411,A man in a skateboard on a skateboard .,A guy does a trick on a skateboard .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000465911.jpg
2770,A man is a skateboard on a skateboard .,A skateboarder executes a trick on a skateboard .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000346011.jpg
1561,A man is to hit a tennis ball .,A man about to serve a tennis ball .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000495031.jpg
1,A man tennis player is a tennis racket .,A female tennis player holding a tennis racket .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000134552.jpg
641,A plate of food with sitting on a table,a couple of sandwiches are sitting on a table,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000361901.jpg
2512,A group of people are in a street of,A group of people #START# on a side walk,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000316879.jpg
2593,A man of people are in a room .,A couple of people standing in a room .,0.3688939732,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000130291.jpg
83,A man in a and is playing tennis .,A woman in red sneakers is playing tennis .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000467138.jpg
1744,A plate pizza is sitting on a table .,The whole pizza is sitting on the table .,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000313538.jpg
3404,A bathroom with a toilet and sink and and and and and and a .,"A bathroom with a toilet , tub , shower head , sink and mirror .",0.2925612731,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000062210.jpg
4081,A man is a skateboard on a skateboard .,A person doing a trick on a skateboard .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000346011.jpg
4166,A man player is a bat at a baseball,a baseball player swinging a bat at a ball,0.3549481056,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000047394.jpg
1132,A group of people are a airport . a,A group of people on an alley with umbrellas,0.2984745896,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000433014.jpg
1781,A are a street with a building in .,Vehicles on a street with a train overhead .,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000381463.jpg
5641,A in a hair and in a room .,Woman holding her camera phone in a room .,0.2984745896,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000352949.jpg
1901,A plate with with a sandwich and a on,A pub lunch with a sandwich and beer .,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000205101.jpg
2017,A large is on a of a runway .,A jetliner sitting on top of a runway .,0.3303164318,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000360698.jpg
777,A group of people are walking down a a,a couple of people are walking and carrying umbrellas,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000574332.jpg
2717,A man in riding a air on a skateboard,a man is in the air on a skateboard,0.343294524,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000432503.jpg
4901,A man and a orange shirt is playing a,a male in an orange shirt is playing tennis,0.3155984539,0.1666666667,data/datasets/mscoco/val2014/COCO_val2014_000000218294.jpg
188,A people are down a street with a building . a . . . street .,Two cars driving down a street with a horse and wagon parked along the curb .,0.2396182906,0.1538461538,data/datasets/mscoco/val2014/COCO_val2014_000000101013.jpg
1057,A man of people sitting on a table with a man . a . a .,"A group of people sitting on a bench holding a laptop , notebook and tablet .",0.2574866102,0.1538461538,data/datasets/mscoco/val2014/COCO_val2014_000000122997.jpg
1,A plate pizza with a a and a fork .,A toasted sandwich with sliced fruit and a fork .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000304984.jpg
1,A man boy is a white shirt is playing tennis,a young man in a red shirt is playing tennis,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000390902.jpg
1,A cat cat white cat sitting on a bed .,A brown and black dog laying on a bed .,0.2777619034,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000164983.jpg
2,A man is a skateboard on a skateboard . .,A teenager riding a skateboard on a half pipe .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000197280.jpg
78,A man of people are a in a room .,A group of people enjoying dancing in a room .,0.3246679155,0.1428571429,data/datasets/Flickr30k/flickr30k-images/3717267425.jpg
183,A man is playing tennis in a racket racket .,The man is playing tennis with his tennis racket .,0.3123939937,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000301317.jpg
386,A computer computer with on a of a desk .,A laptop computer sitting on top of a desk .,0.3021375397,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000555009.jpg
217,A man in a blue is down a skateboard .,A man in a swimsuit walks on a tightrope .,0.2907153685,0.1428571429,data/datasets/Flickr8k/Flickr8k_Dataset/3348785391_c243faf6bb.jpg
353,A baseball in a baseball in a baseball game .,A pitcher throwing a ball during a baseball game .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000173598.jpg
337,A man in a hair and a hat and standing in front of a building . a standing . a . the building .,A man with braided hair and a beard is standing in front of a building and is talking or singing into a microphone .,0.2848931828,0.1428571429,data/datasets/Flickr30k/flickr30k-images/6563231789.jpg
1,A baseball in is a baseball bat in the field,a man that has a baseball bat in his hand,0.2626909894,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000525705.jpg
392,A old kitchen with a toilet and a and .,An ordinary bathroom with a toilet and trash bin .,0.2777619034,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000263474.jpg
990,A is riding a motorcycle on a park field .,Someone is riding a motorcycle through a grassy field .,0.3246679155,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000250730.jpg
433,A man man is a in a tennis court .,A shirtless man playing tennis on a tennis court .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000504287.jpg
1289,A man is on a bed on a bed .,A women lying in her underwear on a bed .,0.2777619034,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000557107.jpg
1801,A man in a black and sitting a video .,A man in a vest is eating a banana .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000540196.jpg
353,A large plane is flying in the air sky .,A small airplane is flying in the gray sky .,0.3246679155,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000482777.jpg
381,A man up of a pizza with a table table,a close up of a pizza on a wooden table,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000032038.jpg
419,A man hydrant with a street of a road .,A fire hydrant on the side of a road .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000523194.jpg
1321,A man is a head in a white room .,A girl #START# her head in a white bucket .,0.2907153685,0.1428571429,data/datasets/Flickr8k/Flickr8k_Dataset/751109943_2a7f8e117f.jpg
1,A people are a group with in a city .,Many umbrellas under a festival banner in a city .,0.2777619034,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000575287.jpg
1807,A group of zebras standing standing in a trees .,A group of zebras is grazing among some bushes .,0.2777619034,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000207204.jpg
901,A laptop computer is sitting a of a desk .,A laptop that is on top of a desk .,0.3246679155,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000550405.jpg
415,A close of bananas bananas on on a table .,a bunch of ripe bananas sitting on a table .,0.2907153685,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000361656.jpg
1082,A living room with with a and a television .,A living room scene with couches and a television .,0.3928146509,0.1428571429,data/datasets/mscoco/val2014/COCO_val2014_000000145101.jpg
